PANID	WEEK	UNITS	OUTLET	DOLLARS	IRI_KEY	COLUPC
1223768	1159	1	GR	5.59	234140	11101310021
1126730	1126	1	GR	5.59	652159	11101310021
1131458	1124	1	GR	5.59	652159	11101310021
1133892	1159	1	GR	5.59	652159	11101310021
1141077	1160	1	GR	5.59	652159	11101310021
1150284	1157	1	GR	5.59	652159	11101310021
1192724	1159	1	GR	5.59	652159	11101310021
1224147	1158	1	GR	5.59	652159	11101310021
1228692	1122	1	GR	5.59	652159	11101310021
1242826	1117	1	GR	5.59	652159	11101310021
1242826	1137	1	GR	5.59	652159	11101310021
1302307	1136	1	GR	5.59	652159	11101310021
1303289	1115	1	GR	5.59	652159	11101310021
1314062	1148	1	GR	5.59	652159	11101310021
1403386	1115	1	GR	5.59	652159	11101310021
1403386	1127	1	GR	5.59	652159	11101310021
1815399	1125	1	GR	5.59	652159	11101310021
1815399	1130	1	GR	5.59	652159	11101310021
1815399	1135	1	GR	5.59	652159	11101310021
1815399	1139	1	GR	5.59	652159	11101310021
1815399	1147	1	GR	5.59	652159	11101310021
1815399	1151	1	GR	5.59	652159	11101310021
1815399	1162	1	GR	5.59	652159	11101310021
1100479	1134	1	GR	5.59	248128	11101310021
1184705	1165	1	GR	5.59	248128	11101310021
1217521	1126	1	GR	5.59	248128	11101310021
1220160	1163	1	GR	5.59	248128	11101310021
1230706	1141	1	GR	5.59	248128	11101310021
1318741	1123	1	GR	5.59	248128	11101310021
1401570	1155	1	GR	5.59	248128	11101310021
1809699	1133	1	GR	5.59	248128	11101310021
3374876	1146	1	GR	5.95	233779	11101310021
3374876	1149	1	GR	5.95	233779	11101310021
3374876	1154	1	GR	5.95	233779	11101310021
3359653	1146	1	GR	3.89	233779	11101320022
3370049	1161	1	GR	3.89	233779	11101320022
3374876	1154	1	GR	3.89	233779	11101320022
1110346	1130	2	GR	3.38	248128	11121802281
1112268	1165	2	GR	4.38	248128	11121802281
1115972	1163	2	GR	4.38	248128	11121802281
1117846	1141	1	GR	2.19	248128	11121802281
1120550	1163	2	GR	4.38	248128	11121802281
1132746	1130	2	GR	3.38	248128	11121802281
1133785	1130	2	GR	3.38	248128	11121802281
1134544	1130	2	GR	3.38	248128	11121802281
1140202	1164	2	GR	4.38	248128	11121802281
1142026	1152	2	GR	4.38	248128	11121802281
1142745	1130	2	GR	3.38	248128	11121802281
1144485	1131	2	GR	3.38	248128	11121802281
1146423	1131	1	GR	1.69	248128	11121802281
1148346	1152	2	GR	4.38	248128	11121802281
1198036	1163	2	GR	4.38	248128	11121802281
1200774	1131	2	GR	3.38	248128	11121802281
1201715	1118	1	GR	2.19	248128	11121802281
1203315	1163	2	GR	4.38	248128	11121802281
1204420	1130	2	GR	3.38	248128	11121802281
1212878	1130	2	GR	3.38	248128	11121802281
1228874	1130	2	GR	3.38	248128	11121802281
1228874	1163	2	GR	4.38	248128	11121802281
1245084	1131	2	GR	3.38	248128	11121802281
1245746	1164	2	GR	4.38	248128	11121802281
1304162	1117	1	GR	2.19	248128	11121802281
1304287	1130	2	GR	3.38	248128	11121802281
1305623	1164	2	GR	4.38	248128	11121802281
1305961	1130	2	GR	3.38	248128	11121802281
1305961	1153	2	GR	4.38	248128	11121802281
1315580	1164	2	GR	4.38	248128	11121802281
1403592	1130	2	GR	3.38	248128	11121802281
1403931	1164	2	GR	4.38	248128	11121802281
1404764	1163	2	GR	4.38	248128	11121802281
1807289	1152	2	GR	4.38	248128	11121802281
1809798	1130	2	GR	3.38	248128	11121802281
3130369	1138	1	GR	0.98	653776	11121802749
1146423	1131	1	GR	1.69	248128	11121802818
1326108	1117	1	GR	1.69	248128	11121802818
1404509	1134	1	GR	1.69	248128	11121802818
1103440	1125	1	GR	1.19	213290	11121804281
1120022	1123	1	GR	1.19	213290	11121804281
1122911	1144	1	GR	1.19	213290	11121804281
1127811	1145	1	GR	1.19	213290	11121804281
1133280	1120	1	GR	1.19	213290	11121804281
1137026	1134	1	GR	1.19	213290	11121804281
1183541	1154	1	GR	1.29	213290	11121804281
1187799	1119	1	GR	1.19	213290	11121804281
1201699	1159	1	GR	0.99	213290	11121804281
1202507	1141	1	GR	1.19	213290	11121804281
1202515	1143	1	GR	1.19	213290	11121804281
1202515	1146	1	GR	1.19	213290	11121804281
1202515	1148	1	GR	1.19	213290	11121804281
1202515	1152	1	GR	1.19	213290	11121804281
1215483	1141	1	GR	1.19	213290	11121804281
1215855	1150	1	GR	1.19	213290	11121804281
1215855	1160	2	GR	1.98	213290	11121804281
1305912	1127	1	GR	1.19	213290	11121804281
1305912	1135	1	GR	1.19	213290	11121804281
1310680	1126	1	GR	1.19	213290	11121804281
1320861	1120	1	GR	1.19	213290	11121804281
1401133	1137	1	GR	1.19	213290	11121804281
1809913	1150	1	GR	1.19	213290	11121804281
1100503	1128	1	GR	1.19	648764	11121804281
1131201	1154	1	GR	1.29	648764	11121804281
1132746	1162	1	GR	0.99	648764	11121804281
1134320	1114	1	GR	1.19	648764	11121804281
1134320	1146	1	GR	1.19	648764	11121804281
1134320	1159	1	GR	0.99	648764	11121804281
1148585	1148	1	GR	1.19	648764	11121804281
1148585	1156	2	GR	2.58	648764	11121804281
1148585	1157	1	GR	1.29	648764	11121804281
1148585	1164	1	GR	0.99	648764	11121804281
1202507	1115	1	GR	1.19	648764	11121804281
1202507	1132	1	GR	1.19	648764	11121804281
1202507	1151	1	GR	1.19	648764	11121804281
1202515	1147	1	GR	1.19	648764	11121804281
1202515	1151	1	GR	1.19	648764	11121804281
1207357	1144	1	GR	1.19	648764	11121804281
1215855	1134	1	GR	1.19	648764	11121804281
1215855	1138	1	GR	1.19	648764	11121804281
1215855	1138	1	GR	1.19	648764	11121804281
1215855	1142	1	GR	1.19	648764	11121804281
1215855	1150	1	GR	1.19	648764	11121804281
1215855	1152	1	GR	1.19	648764	11121804281
1215855	1153	1	GR	1.19	648764	11121804281
1215855	1155	1	GR	1.29	648764	11121804281
1215855	1162	1	GR	0.99	648764	11121804281
1215855	1163	2	GR	1.98	648764	11121804281
1218578	1115	1	GR	1.19	648764	11121804281
1230326	1127	1	GR	1.19	648764	11121804281
1306852	1119	1	GR	1.19	648764	11121804281
1306852	1132	2	GR	2.38	648764	11121804281
1306852	1141	2	GR	2.38	648764	11121804281
1306852	1153	2	GR	2.38	648764	11121804281
1319558	1116	1	GR	1.19	648764	11121804281
1401133	1136	1	GR	1.19	648764	11121804281
1105213	1123	1	GR	1.19	248128	11121804281
1112268	1160	1	GR	1.19	248128	11121804281
1129940	1123	1	GR	1.19	248128	11121804281
1130302	1160	3	GR	3.57	248128	11121804281
1130443	1161	2	GR	2.38	248128	11121804281
1130443	1161	2	GR	2.38	248128	11121804281
1130443	1162	2	GR	2.38	248128	11121804281
1137026	1142	1	GR	1.19	248128	11121804281
1141937	1146	1	GR	1.19	248128	11121804281
1142224	1158	1	GR	1.19	248128	11121804281
1144485	1119	1	GR	1.19	248128	11121804281
1144485	1127	2	GR	2.38	248128	11121804281
1146423	1142	1	GR	1.19	248128	11121804281
1146423	1144	1	GR	1.19	248128	11121804281
1146423	1159	1	GR	1.19	248128	11121804281
1196873	1117	1	GR	1.19	248128	11121804281
1198036	1144	3	GR	3.57	248128	11121804281
1202507	1123	2	GR	2.38	248128	11121804281
1202507	1131	1	GR	1.19	248128	11121804281
1202507	1134	1	GR	1.19	248128	11121804281
1202507	1145	1	GR	1.19	248128	11121804281
1202507	1147	1	GR	1.19	248128	11121804281
1202507	1149	1	GR	1.19	248128	11121804281
1203877	1117	1	GR	1.19	248128	11121804281
1210492	1143	1	GR	1.19	248128	11121804281
1216432	1146	1	GR	1.19	248128	11121804281
1221291	1157	1	GR	1.19	248128	11121804281
1225888	1142	1	GR	1.19	248128	11121804281
1228874	1161	1	GR	1.19	248128	11121804281
1300699	1142	1	GR	1.19	248128	11121804281
1304162	1165	1	GR	1.19	248128	11121804281
1304444	1117	1	GR	1.19	248128	11121804281
1310987	1146	1	GR	1.19	248128	11121804281
1312322	1136	1	GR	1.19	248128	11121804281
1313338	1158	1	GR	1.19	248128	11121804281
1404319	1160	2	GR	2.38	248128	11121804281
1405449	1153	1	GR	1.19	248128	11121804281
1406017	1160	1	GR	1.19	248128	11121804281
1407866	1143	1	GR	1.19	248128	11121804281
1803148	1157	1	GR	1.19	248128	11121804281
1807289	1153	1	GR	1.19	248128	11121804281
1809913	1149	1	GR	1.19	248128	11121804281
1815027	1159	1	GR	1.19	248128	11121804281
1132936	1156	1	GR	1.79	234140	11121804401
1145938	1155	1	GR	1.79	234140	11121804401
1194621	1123	1	GR	1.39	234140	11121804401
1103440	1138	1	GR	1.79	652159	11121804401
1131326	1159	1	GR	1.79	652159	11121804401
1131771	1145	1	GR	1.79	652159	11121804401
1143370	1146	1	GR	1.79	652159	11121804401
1144113	1161	1	GR	1.79	652159	11121804401
1146035	1142	2	GR	3.58	652159	11121804401
1198036	1139	1	GR	1.79	652159	11121804401
1202507	1139	1	GR	1.79	652159	11121804401
1305912	1143	1	GR	1.79	652159	11121804401
1313619	1149	1	GR	1.79	652159	11121804401
1315457	1161	1	GR	1.79	652159	11121804401
1315853	1157	1	GR	1.79	652159	11121804401
1816553	1154	1	GR	1.79	652159	11121804401
1112268	1122	1	GR	4.39	652159	11121804511
1112268	1130	1	GR	4.39	652159	11121804511
1112268	1140	1	GR	4.39	652159	11121804511
1112268	1141	1	GR	4.39	652159	11121804511
1122747	1159	1	GR	4.39	652159	11121804511
1130336	1119	1	GR	4.39	652159	11121804511
1130336	1144	1	GR	4.39	652159	11121804511
1133553	1162	1	GR	4.39	652159	11121804511
1198036	1116	1	GR	4.39	652159	11121804511
1222943	1120	1	GR	4.39	652159	11121804511
1222943	1140	1	GR	4.39	652159	11121804511
1222943	1160	1	GR	4.39	652159	11121804511
1313619	1117	1	GR	4.39	652159	11121804511
1313619	1119	1	GR	4.39	652159	11121804511
1313619	1127	1	GR	4.39	652159	11121804511
1313619	1130	1	GR	4.39	652159	11121804511
1402487	1145	1	GR	4.39	652159	11121804511
1405175	1158	1	GR	4.39	652159	11121804511
1408203	1127	1	GR	4.39	652159	11121804511
1141721	1164	1	GR	2.49	248128	11121804645
1146449	1151	1	GR	2.49	248128	11121804645
1146464	1161	1	GR	2.49	248128	11121804645
1120188	1164	1	GR	1.09	266596	11121804749
1197368	1144	1	GR	1.09	266596	11121804749
1197368	1157	1	GR	1.09	266596	11121804749
1197368	1164	1	GR	1.09	266596	11121804749
1305433	1137	1	GR	1.09	266596	11121804749
1305433	1146	1	GR	1.09	266596	11121804749
1809582	1156	1	GR	1.09	266596	11121804749
1814970	1126	1	GR	1.09	266596	11121804749
3105072	1151	1	GR	1.09	264075	11121804749
3105072	1160	1	GR	1.09	264075	11121804749
3115097	1160	1	GR	1.09	264075	11121804749
3131318	1129	1	GR	0.99	264075	11121804749
3131318	1138	1	GR	1.09	264075	11121804749
3131318	1139	1	GR	1.09	264075	11121804749
3300095	1123	1	GR	0.99	264075	11121804749
3813899	1147	1	GR	1.09	264075	11121804749
3105577	1151	1	GR	0.98	233779	11121804749
3131102	1139	1	GR	0.98	233779	11121804749
3131318	1159	1	GR	0.98	233779	11121804749
3131672	1125	1	GR	0.98	233779	11121804749
3134866	1149	1	GR	0.98	233779	11121804749
3316232	1148	1	GR	0.98	233779	11121804749
3318766	1123	1	GR	0.98	233779	11121804749
3333278	1125	1	GR	0.98	233779	11121804749
3355115	1123	1	GR	0.98	233779	11121804749
3370700	1127	1	GR	0.98	233779	11121804749
3370700	1144	1	GR	0.98	233779	11121804749
3370700	1162	1	GR	0.98	233779	11121804749
3396630	1115	2	GR	1.96	233779	11121804749
3819607	1165	1	GR	0.98	233779	11121804749
3825315	1116	1	GR	0.98	233779	11121804749
3831024	1119	1	GR	0.98	233779	11121804749
3836080	1142	1	GR	0.98	233779	11121804749
3836080	1164	1	GR	0.98	233779	11121804749
3102772	1152	1	GR	0.98	653776	11121804749
3307090	1130	1	GR	0.98	653776	11121804749
3339044	1135	1	GR	0.98	653776	11121804749
3347609	1151	1	GR	0.98	653776	11121804749
3350280	1153	1	GR	0.98	653776	11121804749
3353680	1116	1	GR	0.98	653776	11121804749
3827618	1133	1	GR	0.98	653776	11121804749
1132936	1145	1	GR	1.49	266596	11121804809
1132936	1151	1	GR	1.49	266596	11121804809
1194670	1157	1	GR	1.49	266596	11121804809
1215954	1129	1	GR	1.49	266596	11121804809
3102772	1125	1	GR	1.39	264075	11121804809
3102772	1133	1	GR	1.49	264075	11121804809
3107268	1148	1	GR	1.49	264075	11121804809
3131318	1123	1	GR	1.49	264075	11121804809
3131318	1131	1	GR	1.49	264075	11121804809
3131318	1149	1	GR	1.49	264075	11121804809
3135756	1140	1	GR	1.49	264075	11121804809
3136606	1141	1	GR	1.49	264075	11121804809
3136614	1159	2	GR	2.98	264075	11121804809
3141838	1164	1	GR	1.49	264075	11121804809
3326116	1156	1	GR	1.49	264075	11121804809
3334987	1155	1	GR	1.49	264075	11121804809
3347393	1132	1	GR	1.49	264075	11121804809
3395525	1141	1	GR	1.49	264075	11121804809
3809012	1134	1	GR	1.49	264075	11121804809
3817890	1156	1	GR	1.49	264075	11121804809
3131318	1121	1	GR	1.34	233779	11121804809
3131318	1145	1	GR	1.34	233779	11121804809
3131318	1163	1	GR	1.34	233779	11121804809
3133462	1148	1	GR	1.34	233779	11121804809
3139758	1150	1	GR	1.34	233779	11121804809
3303545	1162	1	GR	1.34	233779	11121804809
3334896	1163	1	GR	1.34	233779	11121804809
3356352	1147	1	GR	1.34	233779	11121804809
3356352	1158	1	GR	1.34	233779	11121804809
3371187	1141	1	GR	1.34	233779	11121804809
3372813	1129	1	GR	1.34	233779	11121804809
3396630	1127	1	GR	1.34	233779	11121804809
3396630	1128	3	GR	4.02	233779	11121804809
3402974	1122	1	GR	1.34	233779	11121804809
3402974	1147	1	GR	1.34	233779	11121804809
3814897	1155	1	GR	1.34	233779	11121804809
3818849	1137	1	GR	1.34	233779	11121804809
3836080	1155	1	GR	1.34	233779	11121804809
3837807	1156	1	GR	1.34	233779	11121804809
3102772	1127	1	GR	1.34	653776	11121804809
3102772	1155	1	GR	1.34	653776	11121804809
3130005	1123	1	GR	1.34	653776	11121804809
3139113	1149	1	GR	1.34	653776	11121804809
3139113	1163	1	GR	1.34	653776	11121804809
3139758	1162	1	GR	1.34	653776	11121804809
3334896	1162	1	GR	1.34	653776	11121804809
1122911	1118	1	GR	1.19	213290	11121805281
1122911	1162	1	GR	0.99	213290	11121805281
1124743	1117	1	GR	1.19	213290	11121805281
1137182	1127	1	GR	1.19	213290	11121805281
1143875	1136	1	GR	1.19	213290	11121805281
1148346	1143	1	GR	1.19	213290	11121805281
1149963	1143	1	GR	1.19	213290	11121805281
1150003	1143	1	GR	1.19	213290	11121805281
1189423	1116	1	GR	1.19	213290	11121805281
1202531	1132	1	GR	1.19	213290	11121805281
1215483	1163	1	GR	0.99	213290	11121805281
1408575	1119	1	GR	1.19	213290	11121805281
1408575	1148	1	GR	1.19	213290	11121805281
1810655	1120	1	GR	1.19	213290	11121805281
1815985	1118	1	GR	1.19	213290	11121805281
1815985	1127	1	GR	1.19	213290	11121805281
1108084	1150	1	GR	1.19	648764	11121805281
1140384	1115	1	GR	1.19	648764	11121805281
1184671	1115	1	GR	1.19	648764	11121805281
1184671	1130	1	GR	1.19	648764	11121805281
1184671	1137	1	GR	1.19	648764	11121805281
1193599	1119	1	GR	1.19	648764	11121805281
1207647	1138	1	GR	1.19	648764	11121805281
1216978	1117	1	GR	1.19	648764	11121805281
1216978	1130	1	GR	1.19	648764	11121805281
1216978	1143	1	GR	1.19	648764	11121805281
1120550	1117	1	GR	1.19	248128	11121805281
1142067	1161	1	GR	1.19	248128	11121805281
1145805	1141	1	GR	1.19	248128	11121805281
1202291	1140	1	GR	1.19	248128	11121805281
1203877	1139	1	GR	1.19	248128	11121805281
1228874	1149	1	GR	1.19	248128	11121805281
1304873	1143	1	GR	1.19	248128	11121805281
1310987	1125	1	GR	1.19	248128	11121805281
1407148	1143	1	GR	1.19	248128	11121805281
1803148	1144	1	GR	1.19	248128	11121805281
1803148	1157	1	GR	1.19	248128	11121805281
1809582	1122	1	GR	1.19	248128	11121805281
1809582	1152	1	GR	1.19	248128	11121805281
1810655	1148	1	GR	1.19	248128	11121805281
1815985	1155	1	GR	1.19	248128	11121805281
3137463	1157	1	GR	1.75	653776	11121805321
3306308	1125	1	GR	1.63	653776	11121805321
3314336	1150	1	GR	1.63	653776	11121805321
3376988	1118	1	GR	1.75	653776	11121805321
3840801	1150	2	GR	3.26	653776	11121805321
3840801	1165	1	GR	1.75	653776	11121805321
1112805	1123	1	GR	1.39	234140	11121805401
1127217	1142	1	GR	1.79	234140	11121805401
1197384	1118	1	GR	1.39	234140	11121805401
1303768	1140	1	GR	1.79	234140	11121805401
1312272	1148	1	GR	1.79	234140	11121805401
1402347	1155	1	GR	1.79	234140	11121805401
1810374	1114	1	GR	1.39	234140	11121805401
1810374	1119	1	GR	1.39	234140	11121805401
1810374	1123	1	GR	1.39	234140	11121805401
1810374	1128	1	GR	1.39	234140	11121805401
1810374	1134	1	GR	1.39	234140	11121805401
1810374	1139	1	GR	1.79	234140	11121805401
1810374	1143	1	GR	1.79	234140	11121805401
1810374	1145	1	GR	1.79	234140	11121805401
1810374	1151	1	GR	1.79	234140	11121805401
1810374	1157	1	GR	1.79	234140	11121805401
1810374	1162	1	GR	1.79	234140	11121805401
1816512	1116	2	GR	2.78	234140	11121805401
1816512	1123	1	GR	1.39	234140	11121805401
1816512	1138	1	GR	1.79	234140	11121805401
1816512	1139	1	GR	1.79	234140	11121805401
1816512	1148	1	GR	1.79	234140	11121805401
1816512	1152	1	GR	1.79	234140	11121805401
1816512	1154	1	GR	1.79	234140	11121805401
1103440	1124	1	GR	1.39	652159	11121805401
1103440	1129	1	GR	1.39	652159	11121805401
1103440	1138	1	GR	1.79	652159	11121805401
1109892	1146	1	GR	1.79	652159	11121805401
1126847	1142	1	GR	1.79	652159	11121805401
1131417	1145	1	GR	1.79	652159	11121805401
1131573	1133	1	GR	1.39	652159	11121805401
1131573	1164	1	GR	1.79	652159	11121805401
1133785	1139	1	GR	1.79	652159	11121805401
1133975	1142	1	GR	1.79	652159	11121805401
1138230	1127	1	GR	1.39	652159	11121805401
1138230	1159	1	GR	1.79	652159	11121805401
1139154	1122	1	GR	1.39	652159	11121805401
1202127	1123	1	GR	1.39	652159	11121805401
1202127	1152	1	GR	1.79	652159	11121805401
1202275	1132	1	GR	1.39	652159	11121805401
1308718	1145	1	GR	1.79	652159	11121805401
1310151	1123	1	GR	1.39	652159	11121805401
1315739	1158	1	GR	1.79	652159	11121805401
1401513	1118	1	GR	1.39	652159	11121805401
1404921	1139	1	GR	1.79	652159	11121805401
1806943	1135	1	GR	1.59	652159	11121805401
1108415	1114	1	GR	0.99	648764	11121805748
1310698	1139	1	GR	1.09	266596	11121805749
1326108	1145	1	GR	1.09	266596	11121805749
3102152	1130	1	GR	1.09	264075	11121805749
3115097	1160	1	GR	1.09	264075	11121805749
3132167	1137	1	GR	1.09	264075	11121805749
3136614	1144	2	GR	2.18	264075	11121805749
3136614	1149	2	GR	2.18	264075	11121805749
3302521	1138	1	GR	1.09	264075	11121805749
3314328	1137	1	GR	1.09	264075	11121805749
3326116	1150	1	GR	1.09	264075	11121805749
3352823	1145	1	GR	1.09	264075	11121805749
3354993	1159	1	GR	1.09	264075	11121805749
3360917	1140	1	GR	1.09	264075	11121805749
3828095	1148	1	GR	1.09	264075	11121805749
3109140	1118	1	GR	0.98	233779	11121805749
3109140	1146	1	GR	0.98	233779	11121805749
3109140	1149	1	GR	0.98	233779	11121805749
3109140	1154	1	GR	0.98	233779	11121805749
3110395	1118	3	GR	2.94	233779	11121805749
3110395	1159	3	GR	2.94	233779	11121805749
3115857	1152	3	GR	2.94	233779	11121805749
3118869	1163	1	GR	0.98	233779	11121805749
3119974	1130	1	GR	0.98	233779	11121805749
3129569	1152	1	GR	0.98	233779	11121805749
3333278	1156	1	GR	0.98	233779	11121805749
3341586	1131	1	GR	0.98	233779	11121805749
3361832	1156	1	GR	0.98	233779	11121805749
3362418	1143	1	GR	0.98	233779	11121805749
3370700	1135	1	GR	0.98	233779	11121805749
3370700	1157	1	GR	0.98	233779	11121805749
3402974	1117	1	GR	0.98	233779	11121805749
3402974	1143	1	GR	0.98	233779	11121805749
3402974	1149	1	GR	0.98	233779	11121805749
3814897	1149	1	GR	0.98	233779	11121805749
3120709	1138	1	GR	0.98	653776	11121805749
3120709	1153	1	GR	0.98	653776	11121805749
3136945	1134	1	GR	0.98	653776	11121805749
3136945	1150	1	GR	0.98	653776	11121805749
3139485	1157	1	GR	0.98	653776	11121805749
3303834	1159	1	GR	0.98	653776	11121805749
3306191	1119	1	GR	0.98	653776	11121805749
3312017	1149	1	GR	0.98	653776	11121805749
3313841	1132	1	GR	0.98	653776	11121805749
3325001	1130	1	GR	0.98	653776	11121805749
3330704	1128	1	GR	0.98	653776	11121805749
3347609	1138	1	GR	0.98	653776	11121805749
3362418	1132	1	GR	0.98	653776	11121805749
3362418	1139	1	GR	0.98	653776	11121805749
3398735	1134	1	GR	0.98	653776	11121805749
3400341	1119	1	GR	0.98	653776	11121805749
3827618	1119	1	GR	0.98	653776	11121805749
3835405	1121	1	GR	0.98	653776	11121805749
3842419	1134	1	GR	0.98	653776	11121805749
1194621	1146	1	GR	1.49	266596	11121805809
3374371	1118	1	GR	4.79	257871	11499170771
1100784	1150	1	GR	2.79	213290	11920000888
1101055	1136	1	GR	2.79	213290	11920000888
1107599	1146	1	GR	2.79	213290	11920000888
1108746	1115	1	GR	2.59	213290	11920000888
1108878	1144	1	GR	2.79	213290	11920000888
1109462	1162	1	GR	2.79	213290	11920000888
1113621	1156	1	GR	2.79	213290	11920000888
1113845	1135	1	GR	2.79	213290	11920000888
1120147	1116	1	GR	2.59	213290	11920000888
1120535	1144	1	GR	2.79	213290	11920000888
1121962	1139	1	GR	2.79	213290	11920000888
1122804	1128	1	GR	2.65	213290	11920000888
1122804	1137	1	GR	2.79	213290	11920000888
1122820	1126	1	GR	2.65	213290	11920000888
1122861	1125	1	GR	2.65	213290	11920000888
1122861	1134	1	GR	2.79	213290	11920000888
1122861	1146	1	GR	2.79	213290	11920000888
1122861	1156	1	GR	2.79	213290	11920000888
1122861	1159	1	GR	2.79	213290	11920000888
1123786	1165	1	GR	2.79	213290	11920000888
1124206	1140	1	GR	2.79	213290	11920000888
1124552	1137	1	GR	2.79	213290	11920000888
1126748	1126	1	GR	2.65	213290	11920000888
1127290	1118	1	GR	2.59	213290	11920000888
1127290	1118	1	GR	2.59	213290	11920000888
1129718	1135	1	GR	2.79	213290	11920000888
1131052	1150	3	GR	8.37	213290	11920000888
1133702	1160	1	GR	2.79	213290	11920000888
1138206	1141	1	GR	2.79	213290	11920000888
1139683	1159	1	GR	2.79	213290	11920000888
1139980	1141	1	GR	2.79	213290	11920000888
1141655	1115	1	GR	2.59	213290	11920000888
1142687	1161	1	GR	2.79	213290	11920000888
1143644	1130	1	GR	2.65	213290	11920000888
1145599	1159	1	GR	2.79	213290	11920000888
1145706	1137	1	GR	2.79	213290	11920000888
1149252	1163	1	GR	2.79	213290	11920000888
1149302	1149	1	GR	2.79	213290	11920000888
1150052	1141	1	GR	2.79	213290	11920000888
1180612	1116	1	GR	2.59	213290	11920000888
1180612	1116	1	GR	2.59	213290	11920000888
1180612	1116	1	GR	2.59	213290	11920000888
1182121	1133	1	GR	2.79	213290	11920000888
1189795	1125	1	GR	2.65	213290	11920000888
1189795	1159	1	GR	2.79	213290	11920000888
1193631	1145	1	GR	2.79	213290	11920000888
1198556	1161	1	GR	2.79	213290	11920000888
1199471	1128	1	GR	2.65	213290	11920000888
1201160	1115	1	GR	2.59	213290	11920000888
1201160	1115	1	GR	2.59	213290	11920000888
1202440	1128	1	GR	2.65	213290	11920000888
1213173	1139	1	GR	2.79	213290	11920000888
1214270	1115	1	GR	2.59	213290	11920000888
1219154	1137	1	GR	2.79	213290	11920000888
1220996	1128	1	GR	2.65	213290	11920000888
1220996	1143	1	GR	2.79	213290	11920000888
1220996	1143	1	GR	2.79	213290	11920000888
1220996	1157	1	GR	2.79	213290	11920000888
1223677	1121	1	GR	2.59	213290	11920000888
1223685	1115	1	GR	2.59	213290	11920000888
1224378	1148	1	GR	2.79	213290	11920000888
1226365	1139	1	GR	2.79	213290	11920000888
1227256	1114	1	GR	2.59	213290	11920000888
1228106	1137	1	GR	2.79	213290	11920000888
1228494	1115	1	GR	2.59	213290	11920000888
1228494	1139	1	GR	2.79	213290	11920000888
1232082	1115	1	GR	2.59	213290	11920000888
1232314	1115	1	GR	2.59	213290	11920000888
1232314	1143	1	GR	2.79	213290	11920000888
1232314	1160	1	GR	2.79	213290	11920000888
1232314	1162	1	GR	2.79	213290	11920000888
1232454	1154	1	GR	2.79	213290	11920000888
1244038	1137	1	GR	2.79	213290	11920000888
1244608	1161	1	GR	2.79	213290	11920000888
1244939	1154	1	GR	2.79	213290	11920000888
1245001	1135	1	GR	2.79	213290	11920000888
1246876	1115	1	GR	2.59	213290	11920000888
1302687	1137	1	GR	2.79	213290	11920000888
1302687	1163	1	GR	2.79	213290	11920000888
1302893	1128	1	GR	2.65	213290	11920000888
1303370	1139	1	GR	2.79	213290	11920000888
1305722	1114	1	GR	2.59	213290	11920000888
1305722	1115	1	GR	2.59	213290	11920000888
1305722	1141	1	GR	2.79	213290	11920000888
1305722	1149	1	GR	2.79	213290	11920000888
1305722	1154	1	GR	2.79	213290	11920000888
1305722	1163	1	GR	2.79	213290	11920000888
1306456	1133	1	GR	2.79	213290	11920000888
1308981	1115	1	GR	2.59	213290	11920000888
1313593	1115	1	GR	2.59	213290	11920000888
1320135	1160	1	GR	2.79	213290	11920000888
1400812	1144	1	GR	2.79	213290	11920000888
1401349	1116	1	GR	2.59	213290	11920000888
1401554	1144	1	GR	2.79	213290	11920000888
1405290	1116	1	GR	2.59	213290	11920000888
1405761	1115	1	GR	2.59	213290	11920000888
1405761	1116	1	GR	2.59	213290	11920000888
1405761	1116	1	GR	2.59	213290	11920000888
1407361	1116	2	GR	5.18	213290	11920000888
1805721	1133	1	GR	2.79	213290	11920000888
1809400	1154	1	GR	2.79	213290	11920000888
1809798	1119	1	GR	2.59	213290	11920000888
1809996	1128	1	GR	2.65	213290	11920000888
1810903	1159	1	GR	2.79	213290	11920000888
1813873	1139	1	GR	2.79	213290	11920000888
1100404	1115	1	GR	2.59	648764	11920000888
1100404	1136	1	GR	2.79	648764	11920000888
1100404	1161	1	GR	2.79	648764	11920000888
1105452	1138	1	GR	2.79	648764	11920000888
1111559	1128	1	GR	2.65	648764	11920000888
1120535	1159	1	GR	2.79	648764	11920000888
1123323	1134	1	GR	2.79	648764	11920000888
1129452	1154	1	GR	2.79	648764	11920000888
1129452	1154	1	GR	2.79	648764	11920000888
1134049	1161	1	GR	2.79	648764	11920000888
1141960	1117	1	GR	2.59	648764	11920000888
1186619	1115	1	GR	2.59	648764	11920000888
1189340	1127	1	GR	2.65	648764	11920000888
1189340	1135	1	GR	2.79	648764	11920000888
1189340	1138	1	GR	2.79	648764	11920000888
1189340	1159	1	GR	2.79	648764	11920000888
1193516	1114	1	GR	2.59	648764	11920000888
1193516	1137	1	GR	2.79	648764	11920000888
1198184	1117	1	GR	2.59	648764	11920000888
1198523	1115	1	GR	2.59	648764	11920000888
1198523	1128	1	GR	2.65	648764	11920000888
1198523	1152	1	GR	2.79	648764	11920000888
1201160	1115	1	GR	2.59	648764	11920000888
1215608	1127	1	GR	2.65	648764	11920000888
1216648	1132	1	GR	2.79	648764	11920000888
1216648	1138	1	GR	2.79	648764	11920000888
