PANID	WEEK	UNITS	OUTLET	DOLLARS	IRI_KEY	COLUPC
1316182	1144	1	GR	3.99	652159	14460001151
1316182	1159	1	GR	3.99	652159	14460001151
1809939	1133	1	GR	3.99	652159	14460001151
1114975	1146	1	GR	3.69	248128	14460001151
1142984	1135	1	GR	3.69	248128	14460001151
1144709	1147	1	GR	3.69	248128	14460001151
1144766	1118	1	GR	3.69	248128	14460001151
1144766	1136	2	GR	7.38	248128	14460001151
1144766	1140	2	GR	7.38	248128	14460001151
1228890	1164	1	GR	3.69	248128	14460001151
1300053	1147	1	GR	3.69	248128	14460001151
1300434	1148	1	GR	3.69	248128	14460001151
1408492	1158	1	GR	3.69	248128	14460001151
3395129	1162	1	GR	4.03	228037	14460001151
3131201	1140	1	GR	3.33	264075	14460001151
3131649	1140	1	GR	3.33	264075	14460001151
3354258	1135	1	GR	3.33	264075	14460001151
3100909	1152	1	GR	3.59	233779	14460001151
3112649	1129	1	GR	3.59	233779	14460001151
3133462	1123	1	GR	3.59	233779	14460001151
3315796	1153	1	GR	3.59	233779	14460001151
3318683	1116	1	GR	3.59	233779	14460001151
3318683	1146	1	GR	3.59	233779	14460001151
3132340	1128	1	GR	3.98	257871	14460001151
3132340	1133	1	GR	3.98	257871	14460001151
3402941	1145	1	GR	3.98	257871	14460001151
3110999	1124	1	GR	3.59	653776	14460001151
3110999	1127	1	GR	3.59	653776	14460001151
3117671	1140	1	GR	3.59	653776	14460001151
3131540	1123	1	GR	3.59	653776	14460001151
3133918	1148	1	GR	3.59	653776	14460001151
3136952	1138	1	GR	3.59	653776	14460001151
3309476	1119	1	GR	3.59	653776	14460001151
3337386	1120	1	GR	3.59	653776	14460001151
3376921	1127	1	GR	3.59	653776	14460001151
3376921	1136	1	GR	3.59	653776	14460001151
3376921	1140	1	GR	3.59	653776	14460001151
1102772	1149	1	GR	1.99	213290	14460001180
1184671	1139	1	GR	1.99	213290	14460001180
1192054	1136	1	GR	1.99	213290	14460001180
1199174	1140	2	GR	3.98	213290	14460001180
1200295	1130	1	GR	1.99	213290	14460001180
1200295	1131	1	GR	1.99	213290	14460001180
1213843	1130	1	GR	1.99	213290	14460001180
1215707	1123	1	GR	1.99	213290	14460001180
1220194	1137	1	GR	1.99	213290	14460001180
1225300	1152	1	GR	1.99	213290	14460001180
1301523	1114	1	GR	1.99	213290	14460001180
1302414	1159	1	GR	1.99	213290	14460001180
1308320	1163	1	GR	1.99	213290	14460001180
1401091	1135	1	GR	1.99	213290	14460001180
1812230	1157	1	GR	1.99	213290	14460001180
1108225	1141	1	GR	1.99	648764	14460001180
1112185	1135	1	GR	1.99	648764	14460001180
1124206	1128	1	GR	1.99	648764	14460001180
1141390	1115	1	GR	1.99	648764	14460001180
1141390	1157	1	GR	1.99	648764	14460001180
1141390	1161	1	GR	1.99	648764	14460001180
1184671	1115	1	GR	1.99	648764	14460001180
1184671	1121	1	GR	1.99	648764	14460001180
1184671	1143	1	GR	1.99	648764	14460001180
1184671	1147	1	GR	1.99	648764	14460001180
1192054	1149	2	GR	3.98	648764	14460001180
1218057	1149	1	GR	1.99	648764	14460001180
1226597	1164	1	GR	1.99	648764	14460001180
1405498	1160	1	GR	2.09	234140	14460001180
1810416	1141	1	GR	2.09	234140	14460001180
1816090	1117	1	GR	2.09	234140	14460001180
1129841	1161	1	GR	2.09	652159	14460001180
1130039	1115	1	GR	2.09	652159	14460001180
1137042	1157	1	GR	2.09	652159	14460001180
1139790	1161	1	GR	2.09	652159	14460001180
1140145	1119	1	GR	2.09	652159	14460001180
1140145	1134	1	GR	2.09	652159	14460001180
1140145	1140	1	GR	2.09	652159	14460001180
1140145	1153	1	GR	2.09	652159	14460001180
1141390	1163	1	GR	2.09	652159	14460001180
1144295	1129	1	GR	2.09	652159	14460001180
1145458	1161	1	GR	2.09	652159	14460001180
1146035	1165	1	GR	2.09	652159	14460001180
1148080	1146	1	GR	2.09	652159	14460001180
1180612	1146	1	GR	2.09	652159	14460001180
1182899	1152	1	GR	2.09	652159	14460001180
1227116	1120	1	GR	2.09	652159	14460001180
1229427	1155	1	GR	2.09	652159	14460001180
1306001	1124	1	GR	2.09	652159	14460001180
1308148	1152	1	GR	2.09	652159	14460001180
1325951	1122	1	GR	2.09	652159	14460001180
1325951	1125	1	GR	2.09	652159	14460001180
1401091	1139	1	GR	2.09	652159	14460001180
1405670	1129	1	GR	2.09	652159	14460001180
1119842	1120	1	GR	1.99	248128	14460001180
1124206	1143	1	GR	1.99	248128	14460001180
1124206	1157	1	GR	1.99	248128	14460001180
1199174	1125	1	GR	1.99	248128	14460001180
1201087	1118	1	GR	1.99	248128	14460001180
1201087	1130	1	GR	1.99	248128	14460001180
1201087	1137	1	GR	1.99	248128	14460001180
1201087	1144	2	GR	3.98	248128	14460001180
1201087	1149	1	GR	1.99	248128	14460001180
1201087	1151	1	GR	1.99	248128	14460001180
1201087	1155	1	GR	1.99	248128	14460001180
1201087	1158	1	GR	1.99	248128	14460001180
1227249	1119	1	GR	1.99	248128	14460001180
1227249	1123	1	GR	1.99	248128	14460001180
1304444	1148	1	GR	1.99	248128	14460001180
1315580	1155	1	GR	1.99	248128	14460001180
1809301	1122	2	GR	3.98	248128	14460001180
1404632	1151	1	GR	2.09	266596	14460001180
1405084	1137	1	GR	2.09	266596	14460001180
1122747	1135	1	GR	2.09	259111	14460001180
3317834	1157	1	GR	1.73	264075	14460001180
3348805	1144	1	GR	1.73	264075	14460001180
3402677	1162	1	GR	1.73	264075	14460001180
3133603	1147	1	GR	1.77	233779	14460001180
3306381	1149	1	GR	1.77	233779	14460001180
3318683	1129	1	GR	1.77	233779	14460001180
3329243	1162	1	GR	1.77	233779	14460001180
3358507	1141	1	GR	1.77	233779	14460001180
3358507	1149	1	GR	1.77	233779	14460001180
3358507	1153	1	GR	1.77	233779	14460001180
3362269	1135	1	GR	1.77	233779	14460001180
3402677	1148	1	GR	1.77	233779	14460001180
3825828	1126	1	GR	1.77	233779	14460001180
3108498	1118	1	GR	1.77	257871	14460001180
3133272	1145	1	GR	1.83	257871	14460001180
3306381	1120	1	GR	1.77	257871	14460001180
3306381	1136	1	GR	1.77	257871	14460001180
3104976	1148	1	GR	1.77	653776	14460001180
3105650	1126	1	GR	1.77	653776	14460001180
3126987	1115	1	GR	1.75	653776	14460001180
3129908	1140	1	GR	1.77	653776	14460001180
3129908	1160	1	GR	1.77	653776	14460001180
3330902	1148	1	GR	1.77	653776	14460001180
3337337	1124	1	GR	1.75	653776	14460001180
3372607	1153	1	GR	1.77	653776	14460001180
3400341	1124	1	GR	1.75	653776	14460001180
3400341	1138	1	GR	1.77	653776	14460001180
3402677	1132	1	GR	1.77	653776	14460001180
3837971	1161	1	GR	1.77	653776	14460001180
1105759	1159	1	GR	2.79	213290	14460001204
1108878	1121	1	GR	2.79	213290	14460001204
1112219	1128	1	GR	2.5	213290	14460001204
1114900	1115	1	GR	2.79	213290	14460001204
1114967	1157	1	GR	2.79	213290	14460001204
1126938	1121	1	GR	2.79	213290	14460001204
1127399	1119	2	GR	5.58	213290	14460001204
1127449	1157	1	GR	2.79	213290	14460001204
1129718	1115	1	GR	2.79	213290	14460001204
1133058	1146	1	GR	2.79	213290	14460001204
1133181	1128	1	GR	2.5	213290	14460001204
1133488	1120	1	GR	2.79	213290	14460001204
1141028	1128	1	GR	2.5	213290	14460001204
1141028	1139	1	GR	2.79	213290	14460001204
1144808	1139	1	GR	2.79	213290	14460001204
1145920	1163	1	GR	2.79	213290	14460001204
1149054	1139	1	GR	2.79	213290	14460001204
1150318	1157	1	GR	2.79	213290	14460001204
1180323	1162	1	GR	2.79	213290	14460001204
1181826	1165	1	GR	2.79	213290	14460001204
1183475	1116	1	GR	2.79	213290	14460001204
1189381	1129	1	GR	2.5	213290	14460001204
1189381	1135	1	GR	2.79	213290	14460001204
1192054	1114	1	GR	2.79	213290	14460001204
1192435	1116	1	GR	2.79	213290	14460001204
1198168	1138	1	GR	2.79	213290	14460001204
1198705	1157	1	GR	2.79	213290	14460001204
1199893	1146	1	GR	2.79	213290	14460001204
1203315	1148	1	GR	2.79	213290	14460001204
1207530	1116	1	GR	2.79	213290	14460001204
1207530	1154	1	GR	2.79	213290	14460001204
1213769	1120	1	GR	2.79	213290	14460001204
1219642	1156	1	GR	2.79	213290	14460001204
1228106	1120	1	GR	2.79	213290	14460001204
1232561	1164	1	GR	2.79	213290	14460001204
1245035	1115	1	GR	2.79	213290	14460001204
1245035	1136	1	GR	2.79	213290	14460001204
1246124	1115	1	GR	2.79	213290	14460001204
1246348	1144	1	GR	2.79	213290	14460001204
1246876	1162	1	GR	2.79	213290	14460001204
1249060	1127	1	GR	2.79	213290	14460001204
1301408	1119	1	GR	2.79	213290	14460001204
1301762	1123	1	GR	2.79	213290	14460001204
1303404	1115	1	GR	2.79	213290	14460001204
1305375	1118	1	GR	2.79	213290	14460001204
1305375	1141	1	GR	2.79	213290	14460001204
1310680	1120	1	GR	2.79	213290	14460001204
1313007	1127	1	GR	2.5	213290	14460001204
1313411	1142	1	GR	2.79	213290	14460001204
1315986	1138	1	GR	2.79	213290	14460001204
1315986	1145	1	GR	2.79	213290	14460001204
1315986	1159	1	GR	2.79	213290	14460001204
1317826	1148	1	GR	2.79	213290	14460001204
1319608	1115	1	GR	2.79	213290	14460001204
1403931	1146	1	GR	2.79	213290	14460001204
1803205	1148	1	GR	2.79	213290	14460001204
1803205	1161	1	GR	2.79	213290	14460001204
1805960	1128	1	GR	2.5	213290	14460001204
1806083	1137	1	GR	2.79	213290	14460001204
1108225	1115	1	GR	2.79	648764	14460001204
1108225	1133	1	GR	2.79	648764	14460001204
1114975	1155	1	GR	2.79	648764	14460001204
1118968	1128	1	GR	2.5	648764	14460001204
1137729	1115	1	GR	2.79	648764	14460001204
1140178	1114	1	GR	2.79	648764	14460001204
1141390	1144	1	GR	2.79	648764	14460001204
1148643	1141	1	GR	2.79	648764	14460001204
1199703	1116	1	GR	2.79	648764	14460001204
1201897	1147	2	GR	5.58	648764	14460001204
1207530	1141	1	GR	2.79	648764	14460001204
1215616	1149	2	GR	5.58	648764	14460001204
1228122	1132	1	GR	2.79	648764	14460001204
1232587	1124	1	GR	2.79	648764	14460001204
1249862	1161	1	GR	2.79	648764	14460001204
1300582	1154	2	GR	5.58	648764	14460001204
1315176	1127	1	GR	2.79	648764	14460001204
1317040	1128	1	GR	2.5	648764	14460001204
1805150	1129	1	GR	2.5	648764	14460001204
1129122	1131	1	GR	2.99	234140	14460001204
1129122	1139	1	GR	2.99	234140	14460001204
1129122	1156	1	GR	2.99	234140	14460001204
1229146	1123	1	GR	2.99	234140	14460001204
1301762	1157	1	GR	2.99	234140	14460001204
1306522	1137	1	GR	2.99	234140	14460001204
1403550	1130	1	GR	2.99	234140	14460001204
1403550	1157	1	GR	2.99	234140	14460001204
1100800	1136	1	GR	2.99	652159	14460001204
1104968	1130	1	GR	2.99	652159	14460001204
1108456	1145	1	GR	2.99	652159	14460001204
1108456	1164	1	GR	2.99	652159	14460001204
1108514	1160	1	GR	2.99	652159	14460001204
1110379	1120	1	GR	2.99	652159	14460001204
1110379	1123	1	GR	2.99	652159	14460001204
1118786	1157	1	GR	2.99	652159	14460001204
1126896	1115	1	GR	2.99	652159	14460001204
1126896	1155	1	GR	2.99	652159	14460001204
1127340	1162	1	GR	2.99	652159	14460001204
1128801	1137	1	GR	2.99	652159	14460001204
1133108	1121	1	GR	2.99	652159	14460001204
1133785	1159	1	GR	2.99	652159	14460001204
1134452	1133	1	GR	2.99	652159	14460001204
1137448	1157	1	GR	2.99	652159	14460001204
1137612	1155	1	GR	2.99	652159	14460001204
1139790	1159	1	GR	2.99	652159	14460001204
1140145	1164	1	GR	2.99	652159	14460001204
1140392	1121	1	GR	2.99	652159	14460001204
1141523	1120	1	GR	2.99	652159	14460001204
1144766	1129	1	GR	2.99	652159	14460001204
1144766	1132	2	GR	5.98	652159	14460001204
1144766	1134	1	GR	2.99	652159	14460001204
1144931	1114	1	GR	2.99	652159	14460001204
1146050	1127	1	GR	2.99	652159	14460001204
1147785	1148	1	GR	2.99	652159	14460001204
1150136	1146	1	GR	2.99	652159	14460001204
1183327	1124	1	GR	2.99	652159	14460001204
1183756	1135	1	GR	2.99	652159	14460001204
1188995	1147	1	GR	2.99	652159	14460001204
1191098	1144	1	GR	2.99	652159	14460001204
1193706	1159	1	GR	2.99	652159	14460001204
1196444	1130	1	GR	2.99	652159	14460001204
1196444	1150	1	GR	2.99	652159	14460001204
1196444	1156	1	GR	2.99	652159	14460001204
1199133	1155	1	GR	2.99	652159	14460001204
1199166	1163	1	GR	2.99	652159	14460001204
1200725	1155	1	GR	2.99	652159	14460001204
1200790	1162	1	GR	2.99	652159	14460001204
1214981	1150	1	GR	2.99	652159	14460001204
1214981	1150	1	GR	2.99	652159	14460001204
1224477	1147	1	GR	2.99	652159	14460001204
1228627	1116	1	GR	2.99	652159	14460001204
1228627	1128	1	GR	2.99	652159	14460001204
1228627	1156	1	GR	2.99	652159	14460001204
1232363	1156	1	GR	2.99	652159	14460001204
1243998	1125	1	GR	2.99	652159	14460001204
1245035	1156	1	GR	2.99	652159	14460001204
1245035	1161	1	GR	2.99	652159	14460001204
1245209	1164	1	GR	2.99	652159	14460001204
1245928	1144	1	GR	2.99	652159	14460001204
1246876	1155	1	GR	2.99	652159	14460001204
1247437	1148	1	GR	2.99	652159	14460001204
1301762	1139	1	GR	2.99	652159	14460001204
1302927	1145	1	GR	2.99	652159	14460001204
1309138	1148	1	GR	2.99	652159	14460001204
1309138	1148	1	GR	2.99	652159	14460001204
1311647	1115	1	GR	2.99	652159	14460001204
1312330	1162	1	GR	2.99	652159	14460001204
1312876	1118	1	GR	2.99	652159	14460001204
1314674	1149	1	GR	2.99	652159	14460001204
1316182	1146	1	GR	2.99	652159	14460001204
1316596	1148	1	GR	2.99	652159	14460001204
1317735	1114	1	GR	2.99	652159	14460001204
1318600	1155	1	GR	2.99	652159	14460001204
1319491	1147	1	GR	2.99	652159	14460001204
1320291	1158	1	GR	2.99	652159	14460001204
1400119	1159	1	GR	2.99	652159	14460001204
1401802	1145	1	GR	2.99	652159	14460001204
1401976	1132	1	GR	2.99	652159	14460001204
1402461	1120	1	GR	2.99	652159	14460001204
1403071	1114	1	GR	2.99	652159	14460001204
1404624	1149	1	GR	2.99	652159	14460001204
1404764	1136	1	GR	2.99	652159	14460001204
1404947	1150	1	GR	2.99	652159	14460001204
1803205	1148	1	GR	2.99	652159	14460001204
1100479	1120	1	GR	2.79	248128	14460001204
1103127	1120	1	GR	2.79	248128	14460001204
1115972	1132	2	GR	5.58	248128	14460001204
1115972	1152	2	GR	5.58	248128	14460001204
1115972	1154	2	GR	5.58	248128	14460001204
1129122	1147	1	GR	2.79	248128	14460001204
1137026	1160	1	GR	2.79	248128	14460001204
1137729	1152	1	GR	2.79	248128	14460001204
1138107	1120	1	GR	2.79	248128	14460001204
1144709	1125	1	GR	2.79	248128	14460001204
1144766	1117	1	GR	2.79	248128	14460001204
1144766	1122	1	GR	2.79	248128	14460001204
1201087	1120	1	GR	2.79	248128	14460001204
1201087	1134	1	GR	2.79	248128	14460001204
1205922	1152	1	GR	2.79	248128	14460001204
1206136	1126	1	GR	2.79	248128	14460001204
1222919	1130	2	GR	5.58	248128	14460001204
1224378	1135	1	GR	2.79	248128	14460001204
1300053	1129	1	GR	2.79	248128	14460001204
1300053	1147	1	GR	2.79	248128	14460001204
1300434	1134	1	GR	2.79	248128	14460001204
1300798	1132	1	GR	2.79	248128	14460001204
1301408	1131	2	GR	5.58	248128	14460001204
1301762	1132	1	GR	2.79	248128	14460001204
1309708	1122	1	GR	2.79	248128	14460001204
1309708	1144	1	GR	2.79	248128	14460001204
1311274	1146	1	GR	2.79	248128	14460001204
1312330	1152	1	GR	2.79	248128	14460001204
1312462	1120	1	GR	2.79	248128	14460001204
1319491	1141	1	GR	2.79	248128	14460001204
1319491	1158	1	GR	2.79	248128	14460001204
1403246	1140	1	GR	2.79	248128	14460001204
1403600	1148	4	GR	11.16	248128	14460001204
1404624	1151	1	GR	2.79	248128	14460001204
1405159	1130	1	GR	2.79	248128	14460001204
1405241	1141	1	GR	2.79	248128	14460001204
1408492	1135	1	GR	2.79	248128	14460001204
1120188	1164	1	GR	2.79	266596	14460001204
1142166	1154	1	GR	2.79	266596	14460001204
1148981	1137	1	GR	2.79	266596	14460001204
1197582	1147	1	GR	2.79	266596	14460001204
1229203	1151	1	GR	2.79	266596	14460001204
1404194	1129	1	GR	2.79	266596	14460001204
1144725	1124	1	GR	2.79	259111	14460001204
1195578	1134	1	GR	2.79	259111	14460001204
1195578	1155	1	GR	2.79	259111	14460001204
3303032	1163	1	GR	2.95	257006	14460001204
3313023	1140	1	GR	2.95	257006	14460001204
3313874	1114	2	GR	5.9	257006	14460001204
3102772	1132	1	GR	2.89	228037	14460001204
3338251	1130	1	GR	2.89	228037	14460001204
3122473	1133	1	GR	2.53	264075	14460001204
3135145	1165	1	GR	2.53	264075	14460001204
3324160	1133	1	GR	2.53	264075	14460001204
3354258	1135	1	GR	2.53	264075	14460001204
3360651	1137	1	GR	2.53	264075	14460001204
3805788	1127	1	GR	2.53	264075	14460001204
3821140	1157	1	GR	2.53	264075	14460001204
3314153	1150	1	GR	2.49	200564	14460001204
3368845	1155	1	GR	2.49	200564	14460001204
3397471	1145	1	GR	2.49	200564	14460001204
3105577	1159	1	GR	2.49	233779	14460001204
3106997	1150	1	GR	2.49	233779	14460001204
3141267	1160	1	GR	2.49	233779	14460001204
3313874	1147	1	GR	2.49	233779	14460001204
3346825	1119	1	GR	2.49	233779	14460001204
3353714	1115	1	GR	2.49	233779	14460001204
3353714	1148	1	GR	2.49	233779	14460001204
3362178	1118	1	GR	2.49	233779	14460001204
3396226	1114	1	GR	2.49	233779	14460001204
3812693	1144	1	GR	2.49	233779	14460001204
3839480	1154	1	GR	2.49	233779	14460001204
3129478	1152	1	GR	2.98	257871	14460001204
3138420	1160	1	GR	2.5	257871	14460001204
3139428	1154	1	GR	2.5	257871	14460001204
3314153	1157	1	GR	2.5	257871	14460001204
3329136	1142	1	GR	1.99	257871	14460001204
3333278	1155	1	GR	2.5	257871	14460001204
3333997	1159	2	GR	5	257871	14460001204
3346049	1115	1	GR	2.68	257871	14460001204
3401299	1147	1	GR	2.5	257871	14460001204
3402941	1116	2	GR	4	257871	14460001204
3402941	1155	2	GR	5	257871	14460001204
3812131	1156	2	GR	5	257871	14460001204
3818252	1133	1	GR	1.99	257871	14460001204
3824763	1163	2	GR	5	257871	14460001204
3842823	1141	1	GR	1.99	257871	14460001204
1110486	1150	1	GR	3.19	213290	14460003119
1110486	1162	1	GR	3.19	213290	14460003119
1145854	1136	1	GR	3.19	213290	14460003119
1149252	1155	1	GR	3.19	213290	14460003119
1150508	1154	1	GR	3.19	213290	14460003119
1194134	1136	1	GR	3.19	213290	14460003119
1202507	1144	1	GR	2.99	213290	14460003119
1203356	1141	1	GR	2.99	213290	14460003119
1227256	1135	1	GR	3.19	213290	14460003119
1244608	1152	1	GR	3.19	213290	14460003119
1309260	1133	1	GR	3.19	213290	14460003119
1313007	1139	1	GR	3.19	213290	14460003119
1314211	1141	1	GR	2.99	213290	14460003119
1805721	1153	1	GR	3.19	213290	14460003119
1815043	1156	1	GR	3.19	213290	14460003119
1203356	1162	1	GR	3.19	648764	14460003119
1805721	1146	1	GR	2.99	648764	14460003119
1133918	1148	1	GR	2.99	234140	14460003119
1805721	1154	2	GR	5.98	234140	14460003119
1108951	1136	1	GR	3.29	652159	14460003119
1121723	1139	1	GR	2.99	652159	14460003119
1123539	1137	1	GR	3.29	652159	14460003119
1140210	1143	1	GR	2.99	652159	14460003119
1143370	1142	1	GR	2.99	652159	14460003119
1143370	1154	1	GR	2.99	652159	14460003119
1183277	1139	1	GR	2.99	652159	14460003119
1185819	1154	1	GR	2.99	652159	14460003119
1185819	1162	1	GR	3.19	652159	14460003119
1227256	1143	1	GR	2.99	652159	14460003119
1227256	1149	1	GR	2.99	652159	14460003119
1227256	1157	1	GR	3.19	652159	14460003119
1227256	1163	1	GR	3.19	652159	14460003119
1228627	1153	1	GR	2.99	652159	14460003119
1302471	1164	1	GR	3.19	652159	14460003119
1305599	1143	1	GR	2.99	652159	14460003119
1308338	1148	1	GR	2.99	652159	14460003119
1308338	1148	1	GR	2.99	652159	14460003119
1317396	1137	1	GR	3.29	652159	14460003119
1400341	1141	1	GR	2.99	652159	14460003119
1402560	1137	1	GR	3.29	652159	14460003119
1403642	1155	1	GR	3.19	652159	14460003119
1131235	1140	1	GR	3.19	248128	14460003119
1134544	1148	1	GR	3.19	248128	14460003119
1142190	1155	2	GR	6.38	248128	14460003119
1219196	1157	1	GR	3.19	248128	14460003119
1229302	1148	1	GR	3.19	248128	14460003119
1308916	1139	1	GR	3.19	248128	14460003119
1313015	1157	1	GR	3.19	248128	14460003119
1316992	1155	1	GR	3.19	248128	14460003119
1316992	1155	1	GR	3.19	248128	14460003119
1319855	1155	1	GR	3.19	248128	14460003119
1319855	1155	1	GR	3.19	248128	14460003119
1815282	1155	1	GR	3.19	248128	14460003119
1133405	1139	1	GR	2.79	266596	14460003119
3102400	1161	1	GR	2.79	257006	14460003119
3114744	1162	1	GR	2.79	257006	14460003119
3397604	1163	1	GR	2.79	257006	14460003119
3347427	1161	1	GR	2.95	228037	14460003119
3107672	1153	1	GR	2.59	264075	14460003119
3137091	1156	1	GR	2.59	264075	14460003119
3363036	1160	1	GR	2.59	264075	14460003119
3821553	1153	1	GR	2.59	264075	14460003119
3100909	1152	1	GR	2.55	233779	14460003119
3119628	1155	1	GR	2.55	233779	14460003119
3120873	1158	1	GR	2.55	233779	14460003119
3108068	1149	1	GR	2.5	257871	14460003119
3128470	1142	1	GR	2.48	257871	14460003119
3112250	1155	1	GR	2.55	653776	14460003119
3135996	1140	1	GR	2.55	653776	14460003119
3139113	1145	1	GR	2.55	653776	14460003119
3141200	1160	1	GR	2.55	653776	14460003119
3377176	1142	1	GR	2.55	653776	14460003119
3836148	1145	1	GR	2.55	653776	14460003119
3836148	1151	1	GR	2.55	653776	14460003119
3838326	1158	2	GR	5.1	653776	14460003119
1114389	1129	1	GR	2.99	213290	14460033910
1116533	1139	1	GR	2.99	213290	14460033910
1121905	1152	1	GR	2.99	213290	14460033910
1122713	1150	1	GR	2.99	213290	14460033910
1131052	1149	1	GR	2.99	213290	14460033910
1137141	1146	1	GR	2.99	213290	14460033910
1143875	1136	1	GR	2.99	213290	14460033910
1188136	1126	1	GR	2.99	213290	14460033910
1198705	1134	1	GR	2.99	213290	14460033910
1199471	1145	1	GR	2.99	213290	14460033910
1201830	1130	1	GR	2.99	213290	14460033910
1204602	1135	1	GR	2.99	213290	14460033910
1220129	1145	1	GR	2.99	213290	14460033910
1222554	1134	1	GR	2.99	213290	14460033910
1222554	1142	1	GR	2.99	213290	14460033910
1222554	1149	1	GR	2.99	213290	14460033910
1222554	1152	1	GR	2.99	213290	14460033910
1222554	1162	1	GR	2.99	213290	14460033910
1227256	1135	2	GR	5.98	213290	14460033910
1227538	1132	1	GR	2.99	213290	14460033910
1228478	1156	1	GR	2.99	213290	14460033910
1232314	1145	1	GR	2.99	213290	14460033910
1232694	1134	1	GR	2.99	213290	14460033910
1243782	1115	1	GR	2.99	213290	14460033910
1244582	1114	1	GR	2.99	213290	14460033910
1244582	1133	1	GR	2.99	213290	14460033910
1244582	1146	1	GR	2.99	213290	14460033910
1246405	1164	1	GR	2.99	213290	14460033910
1303776	1164	1	GR	2.99	213290	14460033910
1303941	1153	1	GR	2.99	213290	14460033910
1309765	1142	1	GR	2.99	213290	14460033910
1309765	1164	1	GR	2.99	213290	14460033910
1310466	1142	1	GR	2.99	213290	14460033910
1310466	1150	1	GR	2.99	213290	14460033910
1310995	1154	1	GR	2.99	213290	14460033910
1313965	1149	1	GR	2.99	213290	14460033910
1315598	1130	1	GR	2.99	213290	14460033910
1317115	1121	1	GR	2.99	213290	14460033910
1317628	1134	1	GR	2.99	213290	14460033910
1317628	1135	1	GR	2.99	213290	14460033910
1317628	1149	1	GR	2.99	213290	14460033910
1317628	1155	1	GR	2.99	213290	14460033910
1400838	1117	1	GR	2.99	213290	14460033910
1400838	1121	1	GR	2.99	213290	14460033910
1400838	1132	1	GR	2.99	213290	14460033910
1400838	1150	1	GR	2.99	213290	14460033910
1402271	1159	1	GR	2.99	213290	14460033910
1404418	1150	1	GR	2.99	213290	14460033910
1404624	1151	1	GR	2.99	213290	14460033910
1408161	1165	1	GR	2.99	213290	14460033910
1809269	1133	1	GR	2.99	213290	14460033910
1103747	1149	1	GR	2.99	648764	14460033910
1123323	1130	1	GR	2.99	648764	14460033910
1123323	1161	1	GR	2.99	648764	14460033910
1123752	1151	1	GR	2.99	648764	14460033910
1145763	1164	1	GR	2.99	648764	14460033910
1152868	1162	1	GR	2.99	648764	14460033910
1194795	1114	1	GR	2.99	648764	14460033910
1194795	1124	1	GR	2.99	648764	14460033910
1194795	1140	1	GR	2.99	648764	14460033910
1194795	1155	1	GR	2.99	648764	14460033910
1194795	1162	1	GR	2.99	648764	14460033910
1197582	1145	1	GR	2.99	648764	14460033910
1202689	1120	1	GR	2.99	648764	14460033910
1210203	1137	1	GR	2.99	648764	14460033910
1221002	1135	1	GR	2.99	648764	14460033910
1229146	1157	1	GR	2.99	648764	14460033910
1247825	1128	1	GR	2.99	648764	14460033910
1306514	1142	1	GR	2.99	648764	14460033910
1308734	1152	1	GR	2.99	648764	14460033910
1311050	1141	1	GR	2.99	648764	14460033910
1311050	1153	1	GR	2.99	648764	14460033910
1400838	1119	1	GR	2.99	648764	14460033910
1400838	1125	1	GR	2.99	648764	14460033910
1400838	1129	1	GR	2.99	648764	14460033910
1400838	1133	1	GR	2.99	648764	14460033910
1400838	1134	1	GR	2.99	648764	14460033910
1400838	1137	1	GR	2.99	648764	14460033910
1400838	1141	1	GR	2.99	648764	14460033910
1400838	1142	1	GR	2.99	648764	14460033910
1400838	1143	1	GR	2.99	648764	14460033910
1400838	1147	1	GR	2.99	648764	14460033910
1400838	1151	1	GR	2.99	648764	14460033910
1400838	1154	1	GR	2.99	648764	14460033910
1404897	1155	1	GR	2.99	648764	14460033910
1407296	1132	1	GR	2.99	648764	14460033910
1104968	1145	1	GR	2.69	234140	14460033910
1111450	1151	1	GR	2.99	234140	14460033910
1205989	1140	2	GR	5.38	234140	14460033910
1301762	1157	1	GR	2.99	234140	14460033910
1303768	1146	1	GR	2.69	234140	14460033910
1104703	1135	1	GR	2.69	652159	14460033910
1104968	1121	1	GR	2.69	652159	14460033910
1117622	1120	1	GR	2.69	652159	14460033910
1117622	1128	1	GR	2.69	652159	14460033910
1117622	1132	1	GR	2.69	652159	14460033910
1117622	1136	1	GR	2.69	652159	14460033910
1117622	1143	1	GR	2.69	652159	14460033910
1117622	1151	1	GR	2.99	652159	14460033910
1117622	1155	1	GR	2.99	652159	14460033910
1117622	1160	1	GR	2.99	652159	14460033910
1117853	1121	1	GR	2.69	652159	14460033910
1117853	1144	1	GR	2.69	652159	14460033910
1117853	1152	1	GR	2.99	652159	14460033910
1118083	1147	1	GR	2.69	652159	14460033910
1122804	1127	1	GR	2.69	652159	14460033910
1129494	1116	1	GR	2.69	652159	14460033910
1129841	1125	1	GR	2.69	652159	14460033910
1129841	1147	1	GR	2.69	652159	14460033910
1129841	1149	1	GR	2.69	652159	14460033910
1131052	1126	1	GR	2.69	652159	14460033910
1131052	1136	1	GR	2.69	652159	14460033910
1131052	1142	1	GR	2.69	652159	14460033910
1131052	1158	1	GR	2.99	652159	14460033910
1131326	1115	1	GR	2.69	652159	14460033910
1133397	1128	2	GR	5.38	652159	14460033910
1137141	1127	1	GR	2.69	652159	14460033910
